"Survey ID",Country,"Survey date",Age,Gender,State/Province,"Did you receive aid?","Did you need aid?","Aid type: Cash/vouchers","Aid type: Food","Aid type: Water/sanitation","Aid type: Shelter","Aid type: Medical","Aid type: Household items","Aid type: Children's Education","Aid type: Seeds/tools","Aid type: Protection","Aid provider: Local authorities","Aid provider: National NGO","Aid provider: International NGO","Aid provider: Red Cross/Crescent Society","Aid provider: UN agency","Aid provider: ICRC","Aid provider: Religious group","Aid provider: Military group","Aid provider: Local business","Aid provider: DONT KNOW","Did aid cover basic needs?","Difficulty receiving aid: Too far away","Difficulty receiving aid: Unsafe for people to reach","Difficulty receiving aid:  Local officials took it","Difficulty receiving aid: Military took it","No difficulty receiving aid","IDK if any difficulty","Does aid reach where it is needed most?","Main access obstacle: Unsafe for aidworkers","Main access obstacle: Poor roads","Main access obstacle:Government restrictions","Main access obstacle: Other military restrictions","Main access obstacle: Most affected areas not prioritized","No access obstacles","Aid provider type most able to reach people in need: government","Aid provider type most able to reach people in need: National NGOs","Aid provider type most able to reach people in need: INGOs","Aid provider type most able to reach people in need: Red Cross/Crescent","Aid provider type most able to reach people in need: UN agencies","Aid provider type most able to reach people in need: ICRC","Aid provider type most able to reach people in need: Religious groups","Aid provider type most able to reach people in need:  Military groups","Aid provider type most able to reach people in need:  Local businesses","IDK who's most able to reach people in need","Most present government provider","Most present government provider2","Most present INGO","Most present INGO2","Most present national NGO","Most present national NGO2","Most present UN aid provider","Most present UN aid provider2","To improve reach: Work through local businesses?","To  improve reach: Work with local [church/mosque]?","To improve reach: Work with the local authorities","To improve reach: Negotiate with armed groups","To improve reach: Consult more with our community","What would improve reach: Be more respectful of our customs","Other potential aid providers: Local businesses [vouchers]","Other potential aid providers: Local councils","Other potential aid providers: Government","Other potential aid providers: Military","Other potential aid providers: Religious group","Other potential aid providers: Truckingtransport company","Other potential aid providers: other ","Change in aid presence","Why is aid presence changing?"
UPS3728034216011910230,Palestine,"February 4-February 17, 2024",32,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",No,Yes,Yes,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,Reduced,"I don't know"
UPS-3804239764901258692,Palestine,"February 4-February 17, 2024",37,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,"Not really",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Increased,"Aids do not reach the area"
UPS382010002874535131,Palestine,"February 4-February 17, 2024",33,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"DONT KNOW",N/A
UPS-3822571074941412302,Palestine,"February 4-February 17, 2024",38,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,Increased,"Due to the population congestion"
UPS-383357876519431398,Palestine,"February 4-February 17, 2024",53,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,"DON'T KNOW",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","The siege, scarcity of aids, and their prevention by the Israeli occupation forces"
UPS392752232466353616,Palestine,"February 4-February 17, 2024",65,FEMALE,"RAFAH GOVERNORATE",YES,NO,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"Not really",No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"I don't know",,"United Arab Emirates","The Egyptian Red Crescent",None,,UNDP,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Reduced,"Unknown, there is nothing in the market, a few trucks enter, and the trucks are stolen"
UPS395146311450688006,Palestine,"February 4-February 17, 2024",28,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Mostly yes",Yes,Yes,No,No,No,No,"DON'T KNOW",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"MA'AN Development Center","I don't know",UNICEF,,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Increased,"I don't know"
UPS3956673258212166512,Palestine,"February 4-February 17, 2024",20,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,"Not at all",Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,None,,None,,None,,None,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS4013753835658471605,Palestine,"February 4-February 17, 2024",50,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,"Not at all",Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,None,,None,,None,,None,,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,"Reduced a lot","The abundance of displaced people and the occurrence of problems between individuals; data is provided, but there is no response from the relevant authorities, only chaos"
UPS-4032410729747405420,Palestine,"February 4-February 17, 2024",22,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not really",No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,None,,None,,None,,None,,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,"Reduced a lot","Because they are stolen by the people in charge, even the UNRWA employees take the aids on the backs of the people, even in UNRWA schools there are thefts by employees who steal for themselves, despite their abundance due to the large number of displaced"
UPS-4063428315254052577,Palestine,"February 4-February 17, 2024",29,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not at all",Yes,Yes,No,No,No,No,"DON'T KNOW",No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,None,,None,,UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-4076190360557664668,Palestine,"February 4-February 17, 2024",25,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Not at all",No,Yes,No,No,No,No,"Not really",No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"The Culture and Free Thought Association-CFTA ","I don't know","I don't know",,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Increased,"The support increased... there is now security for assistanc"
UPS-4085085855495939206,Palestine,"February 4-February 17, 2024",58,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Ministry of Social Development ",None,"I don't know",,"I don't know",,UNRWA,,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,"Neutral/stayed the same",N/A
UPS4101314968464258371,Palestine,"February 4-February 17, 2024",58,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-4107198761318326531,Palestine,"February 4-February 17, 2024",52,FEMALE,"KHAN YUNIS GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",Yes,No,No,No,No,No,"Not really",Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"Turkish Humanitarian Relief Foundation-iHH","I don't know","I don't know",,UNRWA,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Reduced a lot","Lack of security, and the aids don't arrive properly. The aids that arrive are incomplete."
UPS-4111416321975335489,Palestine,"February 4-February 17, 2024",31,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Not at all",Yes,No,Yes,No,No,No,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS4123362441167634525,Palestine,"February 4-February 17, 2024",40,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",Yes,Yes,Yes,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNICEF,UNRWA,No,No,No,No,No,No,No,No,No,No,No,No,No,Reduced,"Inequality in distribution"
UPS4136040417715346601,Palestine,"February 4-February 17, 2024",38,FEMALE,"RAFAH GOVERNORATE",YES,YES,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,"Not at all",No,Yes,Yes,Yes,No,No,"Not at all",No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,None,,None,,"Palestinian Orphan Home",None,UNRWA,,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Reduced,"Due to the theft of aids, even the Red Crescent Society has not provided anything fairly, and people who take food aids are shot at, we only hear about it and they are sold at exorbitant prices in the black market"
UPS4148406187832097798,Palestine,"February 4-February 17, 2024",30,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not at all",Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,"I don't know",,"United Arab Emirates","The Egyptian Red Crescent","Catholic Relief Services (CRS)","I don't know",UNRWA,,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,"Reduced a lot","Because there is no funding for aids, especially due to the increase in the number of displaced people, and there is no work"
UPS4230588878382819984,Palestine,"February 4-February 17, 2024",45,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"Not really",No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,"UNRWA ",WFP,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-4233713119546967512,Palestine,"February 4-February 17, 2024",41,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,"Mostly yes",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-4234193947973120717,Palestine,"February 4-February 17, 2024",59,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not really",No,No,No,No,No,Yes,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","Aids don't come; they come very little every two or three weeks"
UPS4260708447926123061,Palestine,"February 4-February 17, 2024",37,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,Reduced,"There are not enough aids entering the sector"
UPS-4268226720609936719,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",No,No,No,No,No,Yes,"Not at all",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS-4279615048767676328,Palestine,"February 4-February 17, 2024",40,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",No,No,Yes,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Reduced a lot","Trucks do not enter in numbers sufficient to cover all the displaced"
UPS4314539105604034843,Palestine,"February 4-February 17, 2024",45,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Not at all",No,No,No,No,No,Yes,"Not at all",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Ministry of Social Development ","I don't know","Norwegian Refugee Council (NRC)","I don't know","Al Manal Association for Rural Women Development","I don't know",None,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","I don't know, the situation has worsened significantly, and there are no aids at all, only 2%"
UPS4333756403841603686,Palestine,"February 4-February 17, 2024",48,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,None,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"Neutral/stayed the same",N/A
UPS445898966294169731,Palestine,"February 4-February 17, 2024",40,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Mostly yes",Yes,No,No,No,No,No,"Not at all",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS4484635773173172827,Palestine,"February 4-February 17, 2024",37,FEMALE,"RAFAH GOVERNORATE",YES,YES,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,"Not really",No,No,No,No,Yes,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS-4485136765896243400,Palestine,"February 4-February 17, 2024",39,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not at all",No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,"I don't know",,"International Committee of the??Red Cross??(ICRC)","I don't know","I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"Neutral/stayed the same",N/A
UPS4503368117442939258,Palestine,"February 4-February 17, 2024",45,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Not at all",Yes,Yes,Yes,No,No,No,"Not really",No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"The Egyptian Red Crescent","United Arab Emirates","I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Reduced,"There is no conscience or justice in the distribution of aids"
UPS-4515867567654402248,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Mostly yes",Yes,Yes,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"DONT KNOW",N/A
UPS4526861206758731196,Palestine,"February 4-February 17, 2024",30,FEMALE,"GAZA GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"Not at all",Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,,"I don't know",,"International Islamic Relief Organization","I don't know","I don't know",,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,"DONT KNOW",N/A
UPS4537580513583581772,Palestine,"February 4-February 17, 2024",41,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not at all",Yes,Yes,No,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS-4638990290131116484,Palestine,"February 4-February 17, 2024",81,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Not at all",No,No,Yes,No,No,No,"Not at all",No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,None,,"Red Crescent Society of the United Arab Emirates",None,"I don't know",,UNRWA,,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"Reduced a lot","They give an excuse that the trailers were stolen, and therefore there is no aid."
UPS-4687378318904402143,Palestine,"February 4-February 17, 2024",29,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",No,No,Yes,Yes,No,No,"Not at all",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,"Reduced a lot","Aids are taken when they reach us, and we lack the financial ability to purchase medicines. There is no safe place, and we don't know where to get money. Aids are stolen in large numbers and sold in markets at very high prices. There is chaos and theft."
UPS-4705493690052333685,Palestine,"February 4-February 17, 2024",31,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",Yes,No,Yes,No,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Reduced,"Due to the increase in the number of displaced people, the aids have become insufficient."
UPS4706661928281093677,Palestine,"February 4-February 17, 2024",25,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not really",No,Yes,No,No,No,No,"Not really",Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,"I don't know",,"I don't know",,"Palestine Red Crescent Society","Abdel Shafi Community Health Association-ACHA",UNRWA,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Reduced,"Because the occupation prevents the entry of aids."
UPS-4737778189564040292,Palestine,"February 4-February 17, 2024",37,FEMALE,"RAFAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not really",Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"I don't know",,"Mercy Corps","I don't know","I don't know",,UNRWA,,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"DONT KNOW",N/A
UPS-4740353514811210546,Palestine,"February 4-February 17, 2024",51,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not at all",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS4816861044837270528,Palestine,"February 4-February 17, 2024",30,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,"Not at all",Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,None,,None,,None,,None,,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,"Reduced a lot","There is no supervision or responsibility for those in charge of distribution. They all go to internal shelter schools and tents only."
UPS4825424235388585054,Palestine,"February 4-February 17, 2024",25,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,Yes,Yes,No,No,"Not at all",No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,None,,None,,None,,None,,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,"DONT KNOW",N/A
UPS-4900931305194059348,Palestine,"February 4-February 17, 2024",33,FEMALE,"DEIR AL-BALAH GOVERNORATE",YES,YES,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Not really",No,No,Yes,Yes,No,No,"Not really",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,Increased,"Large entry of aids into the Gaza Strip due to the state of war and supporters."
UPS4947511598470433795,Palestine,"February 4-February 17, 2024",19,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,"Not at all",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS4960218679775058997,Palestine,"February 4-February 17, 2024",52,FEMALE,"RAFAH GOVERNORATE",YES,YES,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,"Mostly yes",Yes,No,Yes,No,No,No,"Not really",Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"Ministry of Social Development ","I don't know","I don't know",,"El Salah Association","I don't know",UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"Neutral/stayed the same",N/A
UPS4981100690171727530,Palestine,"February 4-February 17, 2024",26,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,"Not really",Yes,No,No,No,No,No,"DON'T KNOW",No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,"I don't know",,"I don't know",,"Women's Affairs Center","Palestine Red Crescent Society",UNRWA,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,"Neutral/stayed the same",N/A
UPS502212266066779243,Palestine,"February 4-February 17, 2024",27,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Not really",No,No,No,No,No,Yes,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"UNRWA  ",UNICEF,No,No,No,No,No,No,No,No,No,No,No,No,No,Increased,"Due to the congestion in the number of displaced people."
UPS5033728041990318151,Palestine,"February 4-February 17, 2024",30,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not really",Yes,No,No,No,No,No,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Ministry of Social Development ","I don't know","I don't know",,"Palestinian Medical Relief Society","I don't know","UNRWA ",UNICEF,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,"Reduced a lot","Because it's a border area."
UPS-5073571265128960998,Palestine,"February 4-February 17, 2024",37,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Not at all",Yes,Yes,No,No,No,No,"DON'T KNOW",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"I don't know",,None,,"Palestine Red Crescent Society","Saudi Arabia",UNRWA,,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"Reduced a lot","Due to the huge number of displaced people in the sector."
UPS5222290148554089237,Palestine,"February 4-February 17, 2024",31,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"Not at all",No,No,No,No,No,Yes,"Not at all",Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,"Ministry of Social Development ","I don't know","I don't know",,"Palestine Red Crescent Society","I don't know",UNRWA,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,"Reduced a lot","Gas distribution by mosques and religious groups has alleviated the crisis. High prices of vegetables at the crossings."
UPS-5297594759690704025,Palestine,"February 4-February 17, 2024",38,FEMALE,"DEIR AL-BALAH GOVERNORATE",NO,YES,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,"Yes - very much",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,"I don't know",,No,No,No,No,No,No,No,No,No,No,No,No,No,Increased,"Because they gave more aids from UNICEF to the people."
UPS-5331713442891652285,Palestine,"February 4-February 17, 2024",18,FEMALE,"RAFAH GOVERNORATE",YES,YES,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not at all",No,Yes,No,No,No,No,"Mostly yes",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I don't know",,"I don't know",,"I don't know",,UNRWA,,No,No,No,No,No,No,No,No,No,No,No,No,No,"Neutral/stayed the same",N/A
